definition,comparator,city,year,supported_station_days,supported_strata,supported_city_days,supported_episode_station_days,supported_episode_city_days,supported_events
p85_p30_min2_sep7,neither,San Diego,2024,38,10,8,10,2,1
p85_p30_min2_sep7,neither,San Diego,2025,20,8,5,8,2,1
p85_p30_min2_sep7,neither,Seattle,2019,14,4,7,6,3,2
p85_p30_min2_sep7,neither,Seattle,2020,0,0,0,0,0,0
p85_p30_min2_sep7,neither,Seattle,2021,19,7,11,10,6,3
p85_p30_min2_sep7,neither,Seattle,2022,20,8,10,8,4,2
p85_p30_min2_sep7,neither,Seattle,2023,40,14,24,14,8,3
p85_p30_min2_sep7,neither,Seattle,2024,15,6,10,6,4,2
p85_p30_min2_sep7,neither,Seattle,2025,27,9,9,9,3,1
p85_p30_min2_sep7,wind_only,Atlanta,2019,47,16,19,25,10,4
p85_p30_min2_sep7,wind_only,Atlanta,2020,36,15,12,15,5,2
p85_p30_min2_sep7,wind_only,Atlanta,2021,39,15,13,15,5,2
p85_p30_min2_sep7,wind_only,Atlanta,2022,23,10,9,10,4,1
p85_p30_min2_sep7,wind_only,Atlanta,2023,48,21,16,21,7,4
p85_p30_min2_sep7,wind_only,Atlanta,2024,50,18,17,24,8,5
p85_p30_min2_sep7,wind_only,Atlanta,2025,22,11,8,11,4,2
p85_p30_min2_sep7,wind_only,Chicago,2019,12,6,4,6,2,1
p85_p30_min2_sep7,wind_only,Chicago,2020,8,4,2,4,1,1
p85_p30_min2_sep7,wind_only,Chicago,2021,32,16,10,16,5,2
p85_p30_min2_sep7,wind_only,Chicago,2022,0,0,0,0,0,0
p85_p30_min2_sep7,wind_only,Chicago,2023,11,5,9,5,4,2
p85_p30_min2_sep7,wind_only,Chicago,2024,36,16,9,16,4,2
p85_p30_min2_sep7,wind_only,Chicago,2025,56,21,19,21,7,3
p85_p30_min2_sep7,wind_only,Dallas,2019,14,7,4,7,2,2
p85_p30_min2_sep7,wind_only,Dallas,2020,0,0,0,0,0,0
p85_p30_min2_sep7,wind_only,Dallas,2021,15,5,6,5,2,1
p85_p30_min2_sep7,wind_only,Dallas,2022,25,11,10,11,4,2
p85_p30_min2_sep7,wind_only,Dallas,2023,20,10,6,10,3,2
p85_p30_min2_sep7,wind_only,Dallas,2024,18,6,6,6,2,1
p85_p30_min2_sep7,wind_only,Dallas,2025,39,15,13,15,5,2
p85_p30_min2_sep7,wind_only,Denver,2019,18,9,4,9,2,1
p85_p30_min2_sep7,wind_only,Denver,2020,0,0,0,0,0,0
p85_p30_min2_sep7,wind_only,Denver,2021,10,5,2,5,1,1
p85_p30_min2_sep7,wind_only,Denver,2022,0,0,0,0,0,0
p85_p30_min2_sep7,wind_only,Denver,2023,0,0,0,0,0,0
p85_p30_min2_sep7,wind_only,Denver,2024,22,9,5,9,2,1
p85_p30_min2_sep7,wind_only,Denver,2025,0,0,0,0,0,0
p85_p30_min2_sep7,wind_only,Houston,2019,99,39,13,39,5,3
p85_p30_min2_sep7,wind_only,Houston,2020,44,22,6,22,3,2
p85_p30_min2_sep7,wind_only,Houston,2021,42,16,6,16,2,1
p85_p30_min2_sep7,wind_only,Houston,2022,20,10,2,10,1,1
p85_p30_min2_sep7,wind_only,Houston,2023,86,38,12,38,5,2
p85_p30_min2_sep7,wind_only,Houston,2024,162,60,20,60,7,2
p85_p30_min2_sep7,wind_only,Houston,2025,148,40,15,40,4,2
p85_p30_min2_sep7,wind_only,Los Angeles,2019,82,41,12,41,6,2
p85_p30_min2_sep7,wind_only,Los Angeles,2020,333,103,42,119,15,5
p85_p30_min2_sep7,wind_only,Los Angeles,2021,70,28,10,28,4,1
p85_p30_min2_sep7,wind_only,Los Angeles,2022,56,21,8,35,5,2
p85_p30_min2_sep7,wind_only,Los Angeles,2023,206,69,30,69,10,4
p85_p30_min2_sep7,wind_only,Los Angeles,2024,93,38,15,38,6,3
p85_p30_min2_sep7,wind_only,Los Angeles,2025,43,19,7,19,3,2
p85_p30_min2_sep7,wind_only,New York,2019,94,31,12,31,4,3
p85_p30_min2_sep7,wind_only,New York,2020,99,27,11,45,5,3
p85_p30_min2_sep7,wind_only,New York,2021,161,73,20,73,9,4
p85_p30_min2_sep7,wind_only,New York,2022,16,8,2,8,1,1
p85_p30_min2_sep7,wind_only,New York,2023,96,45,13,45,6,2
p85_p30_min2_sep7,wind_only,New York,2024,144,56,18,72,9,3
p85_p30_min2_sep7,wind_only,New York,2025,14,7,2,7,1,1
p85_p30_min2_sep7,wind_only,Philadelphia,2019,32,13,10,13,4,2
p85_p30_min2_sep7,wind_only,Philadelphia,2020,20,8,5,8,2,1
p85_p30_min2_sep7,wind_only,Philadelphia,2021,116,45,24,45,9,3
p85_p30_min2_sep7,wind_only,Philadelphia,2022,20,10,4,10,2,1
p85_p30_min2_sep7,wind_only,Philadelphia,2023,40,18,9,18,4,2
p85_p30_min2_sep7,wind_only,Philadelphia,2024,20,8,5,8,2,1
p85_p30_min2_sep7,wind_only,Philadelphia,2025,38,14,8,14,3,2
p85_p30_min2_sep7,wind_only,Phoenix,2019,0,0,0,0,0,0
p85_p30_min2_sep7,wind_only,Phoenix,2020,0,0,0,0,0,0
p85_p30_min2_sep7,wind_only,Phoenix,2021,60,20,12,20,4,2
p85_p30_min2_sep7,wind_only,Phoenix,2022,0,0,0,0,0,0
p85_p30_min2_sep7,wind_only,Phoenix,2023,8,4,2,4,1,1
p85_p30_min2_sep7,wind_only,Phoenix,2024,0,0,0,0,0,0
p85_p30_min2_sep7,wind_only,Phoenix,2025,0,0,0,0,0,0
p85_p30_min2_sep7,wind_only,San Diego,2019,73,29,20,29,8,3
p85_p30_min2_sep7,wind_only,San Diego,2020,121,43,31,51,13,4
p85_p30_min2_sep7,wind_only,San Diego,2021,24,8,6,8,2,1
p85_p30_min2_sep7,wind_only,San Diego,2022,38,15,10,15,4,2
p85_p30_min2_sep7,wind_only,San Diego,2023,72,32,18,32,8,4
p85_p30_min2_sep7,wind_only,San Diego,2024,20,5,4,5,1,1
p85_p30_min2_sep7,wind_only,San Diego,2025,16,8,4,8,2,1
p85_p30_min2_sep7,wind_only,Seattle,2019,0,0,0,0,0,0
p85_p30_min2_sep7,wind_only,Seattle,2020,0,0,0,0,0,0
p85_p30_min2_sep7,wind_only,Seattle,2021,8,4,4,4,2,2
p85_p30_min2_sep7,wind_only,Seattle,2022,18,6,9,6,3,1
p85_p30_min2_sep7,wind_only,Seattle,2023,22,10,11,10,5,3
p85_p30_min2_sep7,wind_only,Seattle,2024,0,0,0,0,0,0
p85_p30_min2_sep7,wind_only,Seattle,2025,6,3,2,3,1,1
p85_p30_min2_sep7,persistent_wind_only,Atlanta,2019,41,16,17,25,10,4
p85_p30_min2_sep7,persistent_wind_only,Atlanta,2020,30,12,10,12,4,2
p85_p30_min2_sep7,persistent_wind_only,Atlanta,2021,39,15,13,15,5,2
p85_p30_min2_sep7,persistent_wind_only,Atlanta,2022,23,10,9,10,4,1
p85_p30_min2_sep7,persistent_wind_only,Atlanta,2023,27,12,9,12,4,1
p85_p30_min2_sep7,persistent_wind_only,Atlanta,2024,29,12,10,15,5,2
p85_p30_min2_sep7,persistent_wind_only,Atlanta,2025,12,6,4,6,2,1
p85_p30_min2_sep7,persistent_wind_only,Chicago,2019,6,3,2,3,1,1
p85_p30_min2_sep7,persistent_wind_only,Chicago,2020,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,Chicago,2021,20,10,6,10,3,2
p85_p30_min2_sep7,persistent_wind_only,Chicago,2022,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,Chicago,2023,8,4,8,4,4,2
p85_p30_min2_sep7,persistent_wind_only,Chicago,2024,24,12,6,12,3,2
p85_p30_min2_sep7,persistent_wind_only,Chicago,2025,46,20,16,20,7,3
p85_p30_min2_sep7,persistent_wind_only,Dallas,2019,6,3,2,3,1,1
p85_p30_min2_sep7,persistent_wind_only,Dallas,2020,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,Dallas,2021,12,5,5,5,2,1
p85_p30_min2_sep7,persistent_wind_only,Dallas,2022,25,11,10,11,4,2
p85_p30_min2_sep7,persistent_wind_only,Dallas,2023,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,Dallas,2024,18,6,6,6,2,1
p85_p30_min2_sep7,persistent_wind_only,Dallas,2025,36,15,12,15,5,2
p85_p30_min2_sep7,persistent_wind_only,Denver,2019,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,Denver,2020,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,Denver,2021,10,5,2,5,1,1
p85_p30_min2_sep7,persistent_wind_only,Denver,2022,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,Denver,2023,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,Denver,2024,18,9,4,9,2,1
p85_p30_min2_sep7,persistent_wind_only,Denver,2025,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,Houston,2019,83,31,11,31,4,2
p85_p30_min2_sep7,persistent_wind_only,Houston,2020,34,17,4,17,2,1
p85_p30_min2_sep7,persistent_wind_only,Houston,2021,37,16,5,16,2,1
p85_p30_min2_sep7,persistent_wind_only,Houston,2022,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,Houston,2023,81,38,11,38,5,2
p85_p30_min2_sep7,persistent_wind_only,Houston,2024,127,51,16,51,6,2
p85_p30_min2_sep7,persistent_wind_only,Houston,2025,148,40,15,40,4,2
p85_p30_min2_sep7,persistent_wind_only,Los Angeles,2019,70,35,10,35,5,2
p85_p30_min2_sep7,persistent_wind_only,Los Angeles,2020,293,87,37,103,13,4
p85_p30_min2_sep7,persistent_wind_only,Los Angeles,2021,54,27,8,27,4,1
p85_p30_min2_sep7,persistent_wind_only,Los Angeles,2022,56,21,8,35,5,2
p85_p30_min2_sep7,persistent_wind_only,Los Angeles,2023,178,62,26,62,9,4
p85_p30_min2_sep7,persistent_wind_only,Los Angeles,2024,93,38,15,38,6,3
p85_p30_min2_sep7,persistent_wind_only,Los Angeles,2025,29,12,5,12,2,1
p85_p30_min2_sep7,persistent_wind_only,New York,2019,48,16,6,16,2,2
p85_p30_min2_sep7,persistent_wind_only,New York,2020,63,18,7,36,4,3
p85_p30_min2_sep7,persistent_wind_only,New York,2021,98,49,12,49,6,2
p85_p30_min2_sep7,persistent_wind_only,New York,2022,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,New York,2023,96,45,13,45,6,2
p85_p30_min2_sep7,persistent_wind_only,New York,2024,56,24,7,24,3,1
p85_p30_min2_sep7,persistent_wind_only,New York,2025,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,Philadelphia,2019,20,7,6,7,2,1
p85_p30_min2_sep7,persistent_wind_only,Philadelphia,2020,20,8,5,8,2,1
p85_p30_min2_sep7,persistent_wind_only,Philadelphia,2021,106,44,22,44,9,3
p85_p30_min2_sep7,persistent_wind_only,Philadelphia,2022,20,10,4,10,2,1
p85_p30_min2_sep7,persistent_wind_only,Philadelphia,2023,40,18,9,18,4,2
p85_p30_min2_sep7,persistent_wind_only,Philadelphia,2024,20,8,5,8,2,1
p85_p30_min2_sep7,persistent_wind_only,Philadelphia,2025,8,4,2,4,1,1
p85_p30_min2_sep7,persistent_wind_only,Phoenix,2019,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,Phoenix,2020,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,Phoenix,2021,55,20,11,20,4,2
p85_p30_min2_sep7,persistent_wind_only,Phoenix,2022,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,Phoenix,2023,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,Phoenix,2024,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,Phoenix,2025,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,San Diego,2019,69,29,19,29,8,3
p85_p30_min2_sep7,persistent_wind_only,San Diego,2020,121,43,31,51,13,4
p85_p30_min2_sep7,persistent_wind_only,San Diego,2021,24,8,6,8,2,1
p85_p30_min2_sep7,persistent_wind_only,San Diego,2022,34,15,9,15,4,2
p85_p30_min2_sep7,persistent_wind_only,San Diego,2023,56,24,14,24,6,3
p85_p30_min2_sep7,persistent_wind_only,San Diego,2024,10,5,2,5,1,1
p85_p30_min2_sep7,persistent_wind_only,San Diego,2025,8,4,2,4,1,1
p85_p30_min2_sep7,persistent_wind_only,Seattle,2019,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,Seattle,2020,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,Seattle,2021,4,2,2,2,1,1
p85_p30_min2_sep7,persistent_wind_only,Seattle,2022,12,4,6,4,2,1
p85_p30_min2_sep7,persistent_wind_only,Seattle,2023,16,8,8,8,4,2
p85_p30_min2_sep7,persistent_wind_only,Seattle,2024,0,0,0,0,0,0
p85_p30_min2_sep7,persistent_wind_only,Seattle,2025,6,3,2,3,1,1
