definition,comparator,city,year,supported_station_days,supported_strata,supported_city_days,supported_episode_station_days,supported_episode_city_days,supported_events
p80_p20_min2_sep7,wind_only,Chicago,2021,27,12,9,15,5,3
p80_p20_min2_sep7,wind_only,Chicago,2022,6,3,2,3,1,1
p80_p20_min2_sep7,wind_only,Chicago,2023,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Chicago,2024,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Chicago,2025,37,16,12,16,5,3
p80_p20_min2_sep7,wind_only,Dallas,2019,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Dallas,2020,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Dallas,2021,46,16,14,16,5,1
p80_p20_min2_sep7,wind_only,Dallas,2022,10,4,5,4,2,1
p80_p20_min2_sep7,wind_only,Dallas,2023,6,3,2,3,1,1
p80_p20_min2_sep7,wind_only,Dallas,2024,23,10,7,10,3,2
p80_p20_min2_sep7,wind_only,Dallas,2025,33,15,11,15,5,2
p80_p20_min2_sep7,wind_only,Denver,2019,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Denver,2020,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Denver,2021,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Denver,2022,24,8,6,8,2,1
p80_p20_min2_sep7,wind_only,Denver,2023,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Denver,2024,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Denver,2025,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Houston,2019,65,25,8,25,3,3
p80_p20_min2_sep7,wind_only,Houston,2020,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Houston,2021,153,62,20,62,8,3
p80_p20_min2_sep7,wind_only,Houston,2022,42,18,5,18,2,1
p80_p20_min2_sep7,wind_only,Houston,2023,30,15,4,15,2,1
p80_p20_min2_sep7,wind_only,Houston,2024,156,69,22,85,12,7
p80_p20_min2_sep7,wind_only,Houston,2025,89,30,9,30,3,2
p80_p20_min2_sep7,wind_only,Los Angeles,2019,14,7,2,7,1,1
p80_p20_min2_sep7,wind_only,Los Angeles,2020,168,56,21,72,9,3
p80_p20_min2_sep7,wind_only,Los Angeles,2021,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Los Angeles,2022,42,21,6,21,3,1
p80_p20_min2_sep7,wind_only,Los Angeles,2023,77,28,11,28,4,2
p80_p20_min2_sep7,wind_only,Los Angeles,2024,94,31,15,31,5,3
p80_p20_min2_sep7,wind_only,Los Angeles,2025,14,7,2,7,1,1
p80_p20_min2_sep7,wind_only,New York,2019,34,17,4,17,2,2
p80_p20_min2_sep7,wind_only,New York,2020,18,9,2,9,1,1
p80_p20_min2_sep7,wind_only,New York,2021,73,33,9,33,4,3
p80_p20_min2_sep7,wind_only,New York,2022,32,16,4,16,2,1
p80_p20_min2_sep7,wind_only,New York,2023,58,29,8,29,4,1
p80_p20_min2_sep7,wind_only,New York,2024,32,16,4,16,2,1
p80_p20_min2_sep7,wind_only,New York,2025,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Philadelphia,2019,63,25,16,28,7,3
p80_p20_min2_sep7,wind_only,Philadelphia,2020,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Philadelphia,2021,63,29,13,29,6,3
p80_p20_min2_sep7,wind_only,Philadelphia,2022,10,5,2,5,1,1
p80_p20_min2_sep7,wind_only,Philadelphia,2023,36,18,8,18,4,2
p80_p20_min2_sep7,wind_only,Philadelphia,2024,8,4,2,4,1,1
p80_p20_min2_sep7,wind_only,Philadelphia,2025,8,4,2,4,1,1
p80_p20_min2_sep7,wind_only,Phoenix,2019,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Phoenix,2020,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Phoenix,2021,20,10,4,10,2,1
p80_p20_min2_sep7,wind_only,Phoenix,2022,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Phoenix,2023,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Phoenix,2024,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Phoenix,2025,10,5,2,5,1,1
p80_p20_min2_sep7,wind_only,San Diego,2019,16,8,4,8,2,1
p80_p20_min2_sep7,wind_only,San Diego,2020,97,35,25,43,11,4
p80_p20_min2_sep7,wind_only,San Diego,2021,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,San Diego,2022,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,San Diego,2023,44,20,11,20,5,3
p80_p20_min2_sep7,wind_only,San Diego,2024,57,19,12,19,4,3
p80_p20_min2_sep7,wind_only,San Diego,2025,22,11,6,11,3,1
p80_p20_min2_sep7,wind_only,Seattle,2019,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Seattle,2020,4,2,2,2,1,1
p80_p20_min2_sep7,wind_only,Seattle,2021,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Seattle,2022,18,6,9,6,3,1
p80_p20_min2_sep7,wind_only,Seattle,2023,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Seattle,2024,0,0,0,0,0,0
p80_p20_min2_sep7,wind_only,Seattle,2025,6,3,2,3,1,1
p80_p20_min2_sep7,persistent_wind_only,Atlanta,2019,12,6,4,6,2,1
p80_p20_min2_sep7,persistent_wind_only,Atlanta,2020,33,12,11,15,5,1
p80_p20_min2_sep7,persistent_wind_only,Atlanta,2021,30,12,10,12,4,2
p80_p20_min2_sep7,persistent_wind_only,Atlanta,2022,6,3,2,3,1,1
p80_p20_min2_sep7,persistent_wind_only,Atlanta,2023,12,6,4,6,2,1
p80_p20_min2_sep7,persistent_wind_only,Atlanta,2024,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Atlanta,2025,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Chicago,2019,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Chicago,2020,15,6,5,6,2,1
p80_p20_min2_sep7,persistent_wind_only,Chicago,2021,9,3,3,6,2,2
p80_p20_min2_sep7,persistent_wind_only,Chicago,2022,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Chicago,2023,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Chicago,2024,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Chicago,2025,6,3,2,3,1,1
p80_p20_min2_sep7,persistent_wind_only,Dallas,2019,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Dallas,2020,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Dallas,2021,43,16,13,16,5,1
p80_p20_min2_sep7,persistent_wind_only,Dallas,2022,10,4,5,4,2,1
p80_p20_min2_sep7,persistent_wind_only,Dallas,2023,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Dallas,2024,12,6,4,6,2,1
p80_p20_min2_sep7,persistent_wind_only,Dallas,2025,33,15,11,15,5,2
p80_p20_min2_sep7,persistent_wind_only,Denver,2019,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Denver,2020,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Denver,2021,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Denver,2022,24,8,6,8,2,1
p80_p20_min2_sep7,persistent_wind_only,Denver,2023,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Denver,2024,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Denver,2025,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Houston,2019,57,25,7,25,3,3
p80_p20_min2_sep7,persistent_wind_only,Houston,2020,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Houston,2021,132,56,17,56,7,3
p80_p20_min2_sep7,persistent_wind_only,Houston,2022,42,18,5,18,2,1
p80_p20_min2_sep7,persistent_wind_only,Houston,2023,14,7,2,7,1,1
p80_p20_min2_sep7,persistent_wind_only,Houston,2024,140,61,20,77,11,7
p80_p20_min2_sep7,persistent_wind_only,Houston,2025,59,20,6,20,2,1
p80_p20_min2_sep7,persistent_wind_only,Los Angeles,2019,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Los Angeles,2020,152,56,19,72,9,3
p80_p20_min2_sep7,persistent_wind_only,Los Angeles,2021,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Los Angeles,2022,28,14,4,14,2,1
p80_p20_min2_sep7,persistent_wind_only,Los Angeles,2023,49,21,7,21,3,2
p80_p20_min2_sep7,persistent_wind_only,Los Angeles,2024,80,24,13,24,4,2
p80_p20_min2_sep7,persistent_wind_only,Los Angeles,2025,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,New York,2019,34,17,4,17,2,2
p80_p20_min2_sep7,persistent_wind_only,New York,2020,18,9,2,9,1,1
p80_p20_min2_sep7,persistent_wind_only,New York,2021,50,25,6,25,3,2
p80_p20_min2_sep7,persistent_wind_only,New York,2022,32,16,4,16,2,1
p80_p20_min2_sep7,persistent_wind_only,New York,2023,44,22,6,22,3,1
p80_p20_min2_sep7,persistent_wind_only,New York,2024,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,New York,2025,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Philadelphia,2019,50,22,12,22,5,2
p80_p20_min2_sep7,persistent_wind_only,Philadelphia,2020,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Philadelphia,2021,38,19,8,19,4,2
p80_p20_min2_sep7,persistent_wind_only,Philadelphia,2022,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Philadelphia,2023,18,9,4,9,2,1
p80_p20_min2_sep7,persistent_wind_only,Philadelphia,2024,8,4,2,4,1,1
p80_p20_min2_sep7,persistent_wind_only,Philadelphia,2025,8,4,2,4,1,1
p80_p20_min2_sep7,persistent_wind_only,Phoenix,2019,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Phoenix,2020,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Phoenix,2021,20,10,4,10,2,1
p80_p20_min2_sep7,persistent_wind_only,Phoenix,2022,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Phoenix,2023,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Phoenix,2024,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Phoenix,2025,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,San Diego,2019,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,San Diego,2020,94,35,24,43,11,4
p80_p20_min2_sep7,persistent_wind_only,San Diego,2021,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,San Diego,2022,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,San Diego,2023,20,8,5,8,2,1
p80_p20_min2_sep7,persistent_wind_only,San Diego,2024,42,14,9,14,3,2
p80_p20_min2_sep7,persistent_wind_only,San Diego,2025,8,4,2,4,1,1
p80_p20_min2_sep7,persistent_wind_only,Seattle,2019,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Seattle,2020,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Seattle,2021,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Seattle,2022,12,4,6,4,2,1
p80_p20_min2_sep7,persistent_wind_only,Seattle,2023,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Seattle,2024,0,0,0,0,0,0
p80_p20_min2_sep7,persistent_wind_only,Seattle,2025,6,3,2,3,1,1
