city,station_id,date,stratum,regime,episode_id,weight,pure_wind_run_days,persistent_wind_only
Atlanta,13-089-0003,2023-07-11,13-089-0003|2023|7|1,wind_only,,0.3333333333333333,2,True
Atlanta,13-121-0056,2023-07-11,13-121-0056|2023|7|1,wind_only,,0.3333333333333333,2,True
Atlanta,13-089-0002,2023-07-25,13-089-0002|2023|7|1,episode,atlanta_2023-07-25,0.3333333333333333,0,False
Atlanta,13-089-0003,2023-07-25,13-089-0003|2023|7|1,episode,atlanta_2023-07-25,0.3333333333333333,0,False
Atlanta,13-121-0056,2023-07-25,13-121-0056|2023|7|1,episode,atlanta_2023-07-25,0.3333333333333333,0,False
Atlanta,13-089-0002,2023-07-26,13-089-0002|2023|7|2,episode,atlanta_2023-07-25,0.3333333333333333,0,False
Atlanta,13-089-0003,2023-07-26,13-089-0003|2023|7|2,episode,atlanta_2023-07-25,0.3333333333333333,0,False
Atlanta,13-121-0056,2023-07-26,13-121-0056|2023|7|2,episode,atlanta_2023-07-25,0.3333333333333333,0,False
Atlanta,13-089-0002,2023-07-27,13-089-0002|2023|7|3,episode,atlanta_2023-07-25,0.3333333333333333,0,False
Atlanta,13-089-0003,2023-07-27,13-089-0003|2023|7|3,episode,atlanta_2023-07-25,0.3333333333333333,0,False
Atlanta,13-121-0056,2023-07-27,13-121-0056|2023|7|3,episode,atlanta_2023-07-25,0.3333333333333333,0,False
Atlanta,13-089-0002,2023-08-12,13-089-0002|2023|8|5,episode,atlanta_2023-08-12,0.3333333333333333,0,False
Atlanta,13-089-0003,2023-08-12,13-089-0003|2023|8|5,episode,atlanta_2023-08-12,0.3333333333333333,0,False
Atlanta,13-121-0056,2023-08-12,13-121-0056|2023|8|5,episode,atlanta_2023-08-12,0.3333333333333333,0,False
Atlanta,13-089-0002,2023-08-19,13-089-0002|2023|8|5,wind_only,,0.3333333333333333,1,False
Atlanta,13-089-0003,2023-08-19,13-089-0003|2023|8|5,wind_only,,0.3333333333333333,1,False
Atlanta,13-121-0056,2023-08-19,13-121-0056|2023|8|5,wind_only,,0.3333333333333333,1,False
Atlanta,13-089-0002,2023-08-22,13-089-0002|2023|8|1,episode,atlanta_2023-08-21,0.3333333333333333,0,False
Atlanta,13-089-0003,2023-08-22,13-089-0003|2023|8|1,episode,atlanta_2023-08-21,0.3333333333333333,0,False
Atlanta,13-121-0056,2023-08-22,13-121-0056|2023|8|1,episode,atlanta_2023-08-21,0.3333333333333333,0,False
Atlanta,13-089-0002,2023-08-29,13-089-0002|2023|8|1,wind_only,,0.3333333333333333,1,False
Atlanta,13-089-0003,2023-08-29,13-089-0003|2023|8|1,wind_only,,0.3333333333333333,1,False
Atlanta,13-121-0056,2023-08-29,13-121-0056|2023|8|1,wind_only,,0.3333333333333333,1,False
Atlanta,13-089-0002,2024-06-08,13-089-0002|2024|6|5,wind_only,,0.3333333333333333,1,False
Atlanta,13-089-0003,2024-06-08,13-089-0003|2024|6|5,wind_only,,0.3333333333333333,1,False
Atlanta,13-121-0056,2024-06-08,13-121-0056|2024|6|5,wind_only,,0.3333333333333333,1,False
Atlanta,13-089-0002,2024-06-15,13-089-0002|2024|6|5,episode,atlanta_2024-06-14,0.3333333333333333,0,False
Atlanta,13-089-0003,2024-06-15,13-089-0003|2024|6|5,episode,atlanta_2024-06-14,0.3333333333333333,0,False
Atlanta,13-121-0056,2024-06-15,13-121-0056|2024|6|5,episode,atlanta_2024-06-14,0.3333333333333333,0,False
Atlanta,13-089-0002,2024-06-22,13-089-0002|2024|6|5,episode,atlanta_2024-06-21,0.3333333333333333,0,False
Atlanta,13-089-0003,2024-06-22,13-089-0003|2024|6|5,episode,atlanta_2024-06-21,0.3333333333333333,0,False
Atlanta,13-121-0056,2024-06-22,13-121-0056|2024|6|5,episode,atlanta_2024-06-21,0.3333333333333333,0,False
Atlanta,13-089-0002,2024-07-04,13-089-0002|2024|7|3,episode,atlanta_2024-07-04,0.3333333333333333,0,False
Atlanta,13-089-0003,2024-07-04,13-089-0003|2024|7|3,episode,atlanta_2024-07-04,0.3333333333333333,0,False
Atlanta,13-121-0056,2024-07-04,13-121-0056|2024|7|3,episode,atlanta_2024-07-04,0.3333333333333333,0,False
Atlanta,13-089-0002,2024-07-05,13-089-0002|2024|7|4,episode,atlanta_2024-07-04,0.3333333333333333,0,False
Atlanta,13-089-0003,2024-07-05,13-089-0003|2024|7|4,episode,atlanta_2024-07-04,0.3333333333333333,0,False
Atlanta,13-121-0056,2024-07-05,13-121-0056|2024|7|4,episode,atlanta_2024-07-04,0.3333333333333333,0,False
Atlanta,13-089-0002,2024-07-06,13-089-0002|2024|7|5,episode,atlanta_2024-07-04,0.3333333333333333,0,False
Atlanta,13-089-0003,2024-07-06,13-089-0003|2024|7|5,episode,atlanta_2024-07-04,0.3333333333333333,0,False
Atlanta,13-121-0056,2024-07-06,13-121-0056|2024|7|5,episode,atlanta_2024-07-04,0.3333333333333333,0,False
Atlanta,13-089-0002,2024-07-12,13-089-0002|2024|7|4,episode,atlanta_2024-07-12,0.3333333333333333,0,False
Atlanta,13-089-0003,2024-07-12,13-089-0003|2024|7|4,episode,atlanta_2024-07-12,0.3333333333333333,0,False
