definition,city,year,episode_id,start_date,end_date,duration_days
p80_p30_min3_sep7,Dallas,2021,dallas_2021-08-31,2021-08-31,2021-09-02,3
p80_p30_min3_sep7,Dallas,2022,dallas_2022-09-20,2022-09-20,2022-09-22,3
p80_p30_min3_sep7,Dallas,2023,dallas_2023-07-29,2023-07-29,2023-07-31,3
p80_p30_min3_sep7,Dallas,2023,dallas_2023-08-23,2023-08-23,2023-08-26,4
p80_p30_min3_sep7,Dallas,2024,dallas_2024-08-02,2024-08-02,2024-08-08,7
p80_p30_min3_sep7,Dallas,2025,dallas_2025-07-29,2025-07-29,2025-08-01,4
p80_p30_min3_sep7,Dallas,2025,dallas_2025-08-23,2025-08-23,2025-08-25,3
p80_p30_min3_sep7,Houston,2019,houston_2019-08-14,2019-08-14,2019-08-16,3
p80_p30_min3_sep7,Houston,2020,houston_2020-08-03,2020-08-03,2020-08-05,3
p80_p30_min3_sep7,Houston,2021,houston_2021-06-12,2021-06-12,2021-06-16,5
p80_p30_min3_sep7,Houston,2021,houston_2021-07-29,2021-07-29,2021-07-31,3
p80_p30_min3_sep7,Houston,2022,houston_2022-06-18,2022-06-18,2022-06-20,3
p80_p30_min3_sep7,Houston,2023,houston_2023-07-23,2023-07-23,2023-07-25,3
p80_p30_min3_sep7,Houston,2023,houston_2023-08-31,2023-08-31,2023-09-02,3
p80_p30_min3_sep7,Houston,2023,houston_2023-09-11,2023-09-11,2023-09-13,3
p80_p30_min3_sep7,Houston,2024,houston_2024-06-30,2024-06-30,2024-07-02,3
p80_p30_min3_sep7,Houston,2024,houston_2024-08-01,2024-08-01,2024-08-23,23
p80_p30_min3_sep7,Houston,2024,houston_2024-09-18,2024-09-18,2024-09-20,3
p80_p30_min3_sep7,Houston,2025,houston_2025-07-28,2025-07-28,2025-07-30,3
p80_p30_min3_sep7,Los Angeles,2019,los_angeles_2019-08-31,2019-08-31,2019-09-05,6
p80_p30_min3_sep7,Los Angeles,2019,los_angeles_2019-09-12,2019-09-12,2019-09-14,3
p80_p30_min3_sep7,Los Angeles,2020,los_angeles_2020-07-30,2020-07-30,2020-08-01,3
p80_p30_min3_sep7,Los Angeles,2020,los_angeles_2020-08-12,2020-08-12,2020-08-14,3
p80_p30_min3_sep7,Los Angeles,2020,los_angeles_2020-08-26,2020-08-26,2020-08-28,3
p80_p30_min3_sep7,Los Angeles,2020,los_angeles_2020-09-14,2020-09-14,2020-09-19,6
p80_p30_min3_sep7,Los Angeles,2020,los_angeles_2020-10-02,2020-10-02,2020-10-06,5
p80_p30_min3_sep7,Los Angeles,2020,los_angeles_2020-10-12,2020-10-12,2020-10-16,5
p80_p30_min3_sep7,Los Angeles,2021,los_angeles_2021-08-26,2021-08-26,2021-08-29,4
p80_p30_min3_sep7,Los Angeles,2021,los_angeles_2021-09-09,2021-09-09,2021-09-13,5
p80_p30_min3_sep7,Los Angeles,2022,los_angeles_2022-08-13,2022-08-13,2022-08-16,4
p80_p30_min3_sep7,Los Angeles,2022,los_angeles_2022-09-05,2022-09-05,2022-09-07,3
p80_p30_min3_sep7,Los Angeles,2022,los_angeles_2022-09-23,2022-09-23,2022-09-28,6
p80_p30_min3_sep7,Los Angeles,2023,los_angeles_2023-08-27,2023-08-27,2023-08-30,4
p80_p30_min3_sep7,Los Angeles,2023,los_angeles_2023-10-04,2023-10-04,2023-10-08,5
p80_p30_min3_sep7,Los Angeles,2025,los_angeles_2025-08-20,2025-08-20,2025-08-22,3
p80_p30_min3_sep7,New York,2019,new_york_2019-06-26,2019-06-26,2019-06-28,3
p80_p30_min3_sep7,New York,2019,new_york_2019-08-18,2019-08-18,2019-08-20,3
p80_p30_min3_sep7,New York,2021,new_york_2021-07-14,2021-07-14,2021-07-17,4
p80_p30_min3_sep7,New York,2021,new_york_2021-08-25,2021-08-25,2021-08-27,3
p80_p30_min3_sep7,New York,2023,new_york_2023-07-05,2023-07-05,2023-07-08,4
p80_p30_min3_sep7,New York,2023,new_york_2023-09-04,2023-09-04,2023-09-09,6
p80_p30_min3_sep7,New York,2024,new_york_2024-07-05,2024-07-05,2024-07-08,4
p80_p30_min3_sep7,New York,2024,new_york_2024-08-01,2024-08-01,2024-08-03,3
p80_p30_min3_sep7,New York,2025,new_york_2025-07-14,2025-07-14,2025-07-16,3
p80_p30_min3_sep7,New York,2025,new_york_2025-07-28,2025-07-28,2025-07-30,3
p80_p30_min3_sep7,Philadelphia,2019,philadelphia_2019-07-03,2019-07-03,2019-07-05,3
p80_p30_min3_sep7,Philadelphia,2019,philadelphia_2019-08-17,2019-08-17,2019-08-20,4
p80_p30_min3_sep7,Philadelphia,2021,philadelphia_2021-07-14,2021-07-14,2021-07-17,4
p80_p30_min3_sep7,Philadelphia,2021,philadelphia_2021-08-24,2021-08-24,2021-08-27,4
p80_p30_min3_sep7,Philadelphia,2023,philadelphia_2023-07-05,2023-07-05,2023-07-07,3
p80_p30_min3_sep7,Philadelphia,2025,philadelphia_2025-07-28,2025-07-28,2025-07-30,3
p80_p30_min3_sep7,Philadelphia,2025,philadelphia_2025-08-12,2025-08-12,2025-08-14,3
p80_p30_min3_sep7,San Diego,2019,san_diego_2019-09-02,2019-09-02,2019-09-05,4
p80_p30_min3_sep7,San Diego,2019,san_diego_2019-09-13,2019-09-13,2019-09-15,3
p80_p30_min3_sep7,San Diego,2020,san_diego_2020-08-17,2020-08-17,2020-08-21,5
p80_p30_min3_sep7,San Diego,2020,san_diego_2020-09-22,2020-09-22,2020-09-24,3
p80_p30_min3_sep7,San Diego,2020,san_diego_2020-10-01,2020-10-01,2020-10-06,6
p80_p30_min3_sep7,San Diego,2020,san_diego_2020-10-14,2020-10-14,2020-10-16,3
p80_p30_min3_sep7,San Diego,2022,san_diego_2022-06-26,2022-06-26,2022-06-28,3
p80_p30_min3_sep7,San Diego,2023,san_diego_2023-07-24,2023-07-24,2023-07-27,4
p80_p30_min3_sep7,San Diego,2023,san_diego_2023-08-28,2023-08-28,2023-08-30,3
p80_p30_min3_sep7,San Diego,2023,san_diego_2023-10-04,2023-10-04,2023-10-07,4
p80_p30_min3_sep7,San Diego,2024,san_diego_2024-08-13,2024-08-13,2024-08-15,3
p80_p30_min3_sep7,San Diego,2024,san_diego_2024-09-05,2024-09-05,2024-09-07,3
p80_p30_min3_sep7,San Diego,2025,san_diego_2025-08-20,2025-08-20,2025-08-23,4
p80_p30_min3_sep7,Seattle,2019,seattle_2019-08-12,2019-08-12,2019-08-15,4
p80_p30_min3_sep7,Seattle,2021,seattle_2021-07-10,2021-07-10,2021-07-13,4
p80_p30_min3_sep7,Seattle,2022,seattle_2022-07-29,2022-07-29,2022-07-31,3
p80_p30_min3_sep7,Seattle,2023,seattle_2023-06-28,2023-06-28,2023-06-30,3
p80_p30_min3_sep7,Seattle,2023,seattle_2023-07-12,2023-07-12,2023-07-15,4
p80_p30_min3_sep7,Seattle,2023,seattle_2023-07-31,2023-07-31,2023-08-04,5
p80_p30_min3_sep7,Seattle,2025,seattle_2025-07-30,2025-07-30,2025-08-01,3
p80_p30_min3_sep7,Seattle,2025,seattle_2025-08-24,2025-08-24,2025-08-26,3
