city,station_id,year,valid_warm_days,mean_no2_ppb,coverage_fraction,core_80_percent
Seattle,53-033-0030,2022,200,16.29610289,0.9345794392523364,True
Seattle,53-033-0030,2023,194,14.272451742268041,0.9065420560747663,True
Seattle,53-033-0030,2024,193,13.597852590673575,0.9018691588785047,True
Seattle,53-033-0030,2025,184,14.667883701086957,0.8598130841121495,True
Seattle,53-033-0057,2025,207,11.103892212560387,0.9672897196261683,True
Seattle,53-033-0080,2019,211,8.883286644549763,0.985981308411215,True
Seattle,53-033-0080,2020,214,7.399651976635514,1.0,True
Seattle,53-033-0080,2021,212,8.944627306603772,0.9906542056074766,True
Seattle,53-033-0080,2022,214,9.54845076635514,1.0,True
Seattle,53-033-0080,2023,205,8.363892785365854,0.9579439252336449,True
Seattle,53-033-0080,2024,183,7.797347754098361,0.8551401869158879,True
Seattle,53-033-0080,2025,166,8.29129213253012,0.7757009345794392,False
